gap_id,filled,east,tier,gbm_prob,area_m2,height_m,imperv_frac,dist_road,neigh_completeness,fill_ratio
302,True,False,2,0.9924,198.5,3.1,0.7865,20.1488,0.0357,0.6766
303,True,False,1,0.8152,52.5,3.4,0.9441,20.9324,0.0,0.6837
304,True,True,2,0.9752,133.8,3.8,1.0,16.1253,0.25,0.682
305,True,False,2,0.9937,215.5,3.2,0.9849,15.6629,0.0,0.6983
306,True,True,2,0.9937,202.8,2.9,0.9912,15.054,0.0,0.6779
307,True,False,2,0.9934,130.0,3.4,0.933,17.8936,0.0,0.6484
308,True,False,2,0.9952,105.5,3.7,0.6458,16.3975,0.0,0.5572
309,True,False,2,0.9935,112.0,3.7,0.8857,20.3327,0.0,0.5777
310,True,False,1,0.8573,77.0,3.6,0.9023,20.6697,0.0,0.4576
311,True,False,2,0.9934,142.5,3.0,0.9327,18.3142,0.0,0.702
312,True,False,2,0.9935,173.0,2.7,0.9575,18.729,0.0,0.6703
313,True,False,2,0.9935,100.2,3.6,0.9464,18.88,0.0,0.7472
314,True,False,1,0.6211,71.5,2.9,1.0,25.0076,0.0,0.8485
315,True,True,2,0.98,156.2,2.9,0.8042,11.0496,0.0,0.466
316,True,False,2,0.9927,240.0,3.1,0.9955,19.2757,0.0,0.6172
317,True,False,2,0.9935,258.5,3.3,0.8838,17.4891,0.0,0.5549
318,False,False,0,0.1431,35.0,3.1,0.1053,37.0528,0.0,0.4645
319,True,False,2,0.9935,112.2,2.8,0.9551,19.252,0.0,0.6697
320,True,False,2,0.9913,123.2,3.7,0.862,14.6216,0.0345,0.7266
321,True,False,2,0.9938,188.5,2.9,0.9883,18.7639,0.0,0.7754
322,True,True,2,0.9816,170.8,3.0,0.9421,15.6759,0.36,0.4801
323,True,False,2,0.9934,165.0,3.2,0.9694,15.547,0.0,0.6118
324,True,False,2,0.9935,153.5,3.2,0.9479,21.6803,0.04,0.7784
325,True,False,2,0.9928,179.8,3.1,0.998,16.4525,0.0312,0.5761
326,True,False,1,0.995,99.0,3.9,0.0,17.3947,0.0,0.4825
327,True,False,2,0.9932,136.5,3.4,0.8814,17.7254,0.0,0.5138
328,True,False,2,0.3568,39.8,4.3,0.9231,18.9247,0.0,0.5775
329,True,False,2,0.9935,146.0,3.0,0.88,18.391,0.0,0.7184
330,True,False,2,0.9925,109.2,3.3,0.8087,17.309,0.0,0.7722
331,True,False,2,0.9935,95.0,3.3,0.9663,18.6261,0.0,0.8049
332,True,False,2,0.9928,143.5,2.5,0.9375,17.6107,0.0,0.4974
333,True,False,2,0.9937,163.8,3.1,0.9823,17.9844,0.0,0.693
334,True,False,2,0.9934,128.8,2.9,0.9385,18.4635,0.0,0.6877
335,False,False,2,0.1943,81.5,2.3,0.977,39.0329,0.0,0.5836
336,True,False,2,0.9928,191.8,2.5,0.892,18.0403,0.0,0.4589
337,False,False,1,0.024,24.8,11.7,0.3478,1.2199,0.0435,0.3881
338,True,False,2,0.9935,94.8,3.5,0.9767,21.4796,0.0,0.7804
339,True,False,1,0.4687,66.2,3.1,0.9824,33.4777,0.0,0.7649
340,True,False,2,0.9934,117.0,3.1,0.9209,22.6985,0.1154,0.7148
341,True,False,2,0.993,115.8,2.5,0.9619,19.402,0.0,0.7047
342,True,False,2,0.9938,96.8,3.5,0.9924,16.5285,0.1,0.7485
343,True,False,1,0.5447,60.2,3.2,0.8084,35.6831,0.0,0.5758
344,True,False,1,0.8201,53.0,2.7,0.947,14.5637,0.0435,0.8493
345,True,False,2,0.9935,147.0,2.9,0.9657,17.1042,0.0,0.7211
346,True,False,1,0.7165,43.8,2.9,0.9746,33.9493,0.0435,0.7391
347,True,False,2,0.9924,126.5,2.9,0.8559,16.3496,0.0,0.6551
348,True,False,2,0.9934,113.8,3.3,0.9457,18.8389,0.0,0.5947
349,True,False,2,0.9881,142.5,2.2,0.9975,16.8147,0.0,0.7627
350,True,False,2,0.9934,97.2,3.2,0.9572,19.3318,0.0,0.6771
351,True,False,2,0.9923,98.5,2.5,0.9108,16.8285,0.0,0.6871
352,True,False,2,0.9935,242.0,3.3,0.9399,16.0184,0.0,0.5304
353,True,False,2,0.993,122.8,2.5,0.9324,18.7744,0.0,0.637
354,True,False,2,0.9934,161.2,3.1,0.9589,17.8446,0.0,0.6502
355,True,False,2,0.9938,146.5,3.3,0.9801,19.4989,0.0,0.7247
356,True,False,1,0.9264,78.8,3.1,0.9372,17.6949,0.0,0.6452
357,True,False,2,0.9928,123.0,2.7,0.9969,19.7613,0.0,0.6979
358,False,False,1,0.0547,23.8,2.7,0.9677,27.887,0.0,0.7395
359,True,False,2,0.9876,140.8,3.2,0.8849,20.0473,0.1739,0.6503
360,True,False,2,0.9868,117.2,3.7,1.0,17.7576,0.0,0.8439
361,True,False,1,0.8088,73.8,3.3,0.7778,21.0155,0.0,0.7023
362,True,False,2,0.9935,97.8,3.3,0.9667,18.7267,0.0,0.7657
363,False,False,2,0.1743,43.5,4.6,0.9576,18.1608,0.0,0.4206
364,True,False,2,0.991,135.8,3.2,0.9974,16.7217,0.1724,0.6886
365,True,False,2,0.9924,141.5,3.2,0.8372,17.8839,0.0,0.6381
366,True,False,2,0.9935,146.2,2.7,0.9704,17.5505,0.0,0.5891
367,True,False,2,0.9934,127.2,3.3,0.9068,15.4417,0.0476,0.6673
368,True,False,2,0.9935,87.8,3.7,0.9412,19.3966,0.0333,0.7823
369,False,True,1,0.0191,22.0,2.7,0.9273,36.2388,0.9268,0.7831
370,True,False,2,0.9935,96.8,2.9,0.9743,18.4002,0.0,0.7501
371,True,False,2,0.9951,108.0,3.3,0.8,16.9055,0.0,0.515
372,True,False,2,0.9824,116.5,2.9,0.8742,17.5629,0.2381,0.7285
373,True,False,2,0.9918,115.5,3.2,0.9045,17.2207,0.1538,0.5955
374,False,False,2,0.0166,57.5,10.4,1.0,0.4279,0.0,0.5589
375,True,True,2,0.9717,147.8,3.9,0.9294,14.6877,0.3333,0.737
376,True,False,2,0.9932,108.2,3.2,0.9241,16.5745,0.08,0.5003
377,True,False,2,0.9935,97.0,3.0,0.9535,18.644,0.0,0.7234
378,True,False,1,0.7818,63.0,2.7,0.9708,19.2674,0.0,0.6109
379,True,False,1,0.8386,68.8,2.5,0.9462,18.1911,0.0,0.5383
380,False,False,2,0.0115,24.0,4.2,1.0,1.9154,0.3846,0.4404
381,True,False,1,0.945,78.8,3.7,0.7615,20.0595,0.0,0.6233
382,True,False,2,0.9929,126.5,2.8,1.0,19.3253,0.0,0.8512
383,True,False,1,0.8742,69.2,3.7,0.6432,16.3899,0.0,0.3243
384,True,False,2,0.9821,86.0,3.8,0.7951,14.539,0.0,0.5864
385,True,True,2,0.9833,224.8,3.8,0.9841,15.8447,0.3929,0.7297
386,True,True,2,0.9806,152.5,3.6,0.9173,20.6106,0.2105,0.6848
387,False,True,1,0.0069,29.8,2.5,1.0,8.5447,0.725,0.6786
388,True,False,1,0.3674,70.2,2.5,0.8783,35.9784,0.0,0.5691
389,False,False,1,0.0551,22.0,3.0,0.9833,33.8476,0.0,0.4978
390,False,True,1,0.0203,24.8,3.3,1.0,35.4659,0.7317,0.859
391,True,False,1,0.9202,65.0,3.6,0.9834,17.705,0.0571,0.7011
392,True,True,3,0.9839,99.8,4.8,0.9412,15.9739,0.2692,0.7346
393,False,True,1,0.0064,20.8,2.5,1.0,27.8382,0.7429,0.7094
394,True,True,2,0.9934,165.0,3.7,0.9734,19.9558,0.1053,0.6419
395,True,False,1,0.6503,49.8,2.4,0.9852,30.2252,0.0,0.5714
396,True,True,3,0.9821,104.5,5.1,0.9654,17.7298,0.3226,0.6692
397,True,False,1,0.4861,45.8,2.6,0.9837,33.014,0.0,0.7604
398,True,False,1,0.2588,26.5,2.4,0.9615,33.1665,0.0,0.7267
399,False,True,1,0.0492,36.5,2.6,0.9574,30.7522,0.76,0.6557
400,True,False,1,0.6567,46.0,3.3,1.0,32.6464,0.025,0.7285
401,False,True,1,0.3456,47.8,3.1,0.9697,17.7331,0.5946,0.6936
402,True,False,1,0.4372,29.0,2.3,1.0,20.8222,0.0541,0.7437
403,True,False,2,0.9934,162.8,2.6,0.9842,18.1034,0.0,0.6039
404,True,False,2,0.9872,86.2,3.1,0.9835,19.775,0.0,0.786
405,True,True,2,0.9953,145.8,3.9,0.8399,15.9535,0.12,0.5979
406,True,False,1,0.8324,66.2,3.1,0.9454,18.4755,0.0,0.7231
407,False,True,2,0.5601,87.5,3.9,0.9118,19.6549,0.7308,0.6053
408,True,False,1,0.8084,59.0,2.9,0.9346,19.6316,0.0,0.3666
409,True,True,3,0.9712,161.8,4.6,0.9597,14.7537,0.3333,0.6274
410,True,False,1,0.9276,79.8,3.2,0.9724,18.2669,0.0,0.742
411,True,True,2,0.9843,189.5,3.5,0.979,17.326,0.1935,0.7787
412,True,False,2,0.9934,134.0,2.8,0.9155,18.5562,0.0,0.484
413,True,False,2,0.9932,103.0,3.7,0.9368,18.2525,0.025,0.4765
414,True,False,2,0.9924,118.5,3.5,0.8323,17.5877,0.0488,0.6286
415,True,False,2,0.9858,81.8,3.8,0.969,14.0265,0.0541,0.5687
416,False,True,2,0.5272,83.0,3.7,0.9336,14.8211,0.6364,0.5862
417,True,True,3,0.9934,126.5,4.6,0.9466,16.3466,0.0,0.639
418,False,True,2,0.0261,28.2,8.6,1.0,22.1637,0.7273,0.6031
419,True,True,2,0.9927,150.8,3.4,0.9976,18.0473,0.0938,0.7021
420,True,True,1,0.9939,186.2,3.6,0.4618,16.8016,0.1818,0.6019
421,True,False,3,0.9017,234.5,6.6,0.9984,16.9382,0.087,0.795
422,True,True,2,0.9836,214.8,3.6,0.9193,14.9117,0.2414,0.685
423,False,True,2,0.0033,33.5,7.0,1.0,8.7957,0.75,0.6987
424,True,True,2,0.9934,220.2,3.4,0.9691,16.3169,0.0,0.6999
425,True,True,2,0.9713,158.8,3.6,0.8907,14.1799,0.3636,0.5973
426,True,False,2,0.9565,169.5,2.1,0.9176,17.8051,0.0,0.3879
427,True,True,3,0.9683,200.5,4.2,0.9947,13.2844,0.3125,0.6573
428,True,True,2,0.5539,341.2,3.1,0.9789,9.3272,0.3,0.6481
429,True,True,2,0.9923,172.2,3.6,0.9894,20.1027,0.1613,0.6527
430,True,True,2,0.9808,110.2,3.1,0.8737,15.1902,0.3824,0.5599
431,True,True,2,0.9935,198.5,3.5,0.9766,16.8504,0.0556,0.56
432,True,False,2,0.8324,322.0,2.2,0.9833,11.5391,0.0,0.4711
433,True,False,2,0.9932,122.2,2.9,0.9373,18.3162,0.0,0.5183
434,False,True,2,0.2179,114.2,3.6,0.9838,10.948,0.4615,0.65
435,True,False,2,0.9928,217.2,2.8,0.995,18.0745,0.0,0.6738
436,False,True,3,0.3964,81.8,4.0,0.9188,19.8329,0.4643,0.7945
437,True,False,1,0.9136,51.8,3.6,0.9161,18.7379,0.0541,0.7023
438,True,True,2,0.9935,173.2,3.6,0.9189,16.5115,0.0,0.7368
439,True,False,2,0.9919,86.5,3.9,0.7249,16.2822,0.0541,0.5563
440,True,True,2,0.9934,107.0,3.1,0.9406,18.3317,0.0,0.7094
441,True,False,2,0.9921,115.8,3.8,0.9632,13.0422,0.0909,0.7138
442,True,False,2,0.9935,93.0,3.7,0.9387,18.6193,0.0857,0.5723
443,True,False,2,0.9938,109.2,3.3,0.99,18.3241,0.0,0.7994
444,True,True,2,0.9606,154.0,3.4,0.9531,26.4824,0.1935,0.5106
445,False,False,1,0.1564,30.0,2.5,0.8588,36.2342,0.0,0.5176
446,True,True,2,0.9935,253.0,3.3,0.973,17.3059,0.1071,0.7831
447,True,False,2,0.9935,147.0,3.0,0.9483,17.6662,0.0,0.7368
448,True,True,2,0.8793,454.8,3.6,0.5116,14.5226,0.0,0.4776
449,True,True,2,0.9929,155.8,3.5,0.9909,16.285,0.2333,0.6957
450,True,False,2,0.9934,137.5,3.0,0.9731,19.5,0.0,0.6478
451,False,False,1,0.2103,54.8,2.8,0.9484,31.8994,0.0,0.5953
452,True,True,2,0.9821,137.2,3.2,0.9948,19.3062,0.2581,0.7419
453,True,True,2,0.9934,229.5,3.6,0.9674,17.3189,0.0,0.6932
454,True,False,1,0.7531,54.2,3.0,0.8933,8.8302,0.1071,0.4978
455,True,True,2,0.9952,229.0,3.8,0.7562,17.3563,0.0333,0.5454
456,True,False,2,0.993,108.8,2.6,0.9408,16.6947,0.0,0.5888
457,False,True,3,0.0448,567.5,8.6,0.9678,1.3144,0.3571,0.8627
458,True,True,2,0.9934,88.0,3.1,0.8835,15.4864,0.0,0.6661
459,True,True,2,0.9934,248.2,3.1,0.9707,16.9748,0.0,0.6353
460,True,False,2,0.9935,181.8,3.1,0.9783,18.8846,0.0,0.5463
461,False,False,2,0.0171,22.5,10.0,0.5,35.5653,0.1,0.4372
462,True,True,3,0.9934,102.0,4.4,0.9353,18.5757,0.0,0.672
463,True,False,2,0.9905,140.8,3.1,1.0,18.3163,0.0,0.8042
464,True,True,2,0.9928,225.0,3.5,0.9984,17.491,0.0645,0.7203
465,True,True,3,0.9935,94.8,5.0,0.9004,17.9268,0.0,0.5459
466,False,True,3,0.8448,585.8,5.0,0.9858,11.9615,0.3846,0.7827
467,True,False,2,0.9935,121.8,2.7,0.8811,18.5439,0.0,0.6099
468,False,False,1,0.1737,27.0,2.1,0.962,37.8956,0.0741,0.4065
469,True,True,3,0.9917,131.5,4.3,0.9576,24.4717,0.0968,0.7091
470,True,True,2,0.9935,175.5,3.0,0.9642,16.0141,0.0,0.5604
471,False,True,1,0.6706,56.5,3.4,0.8667,33.1896,0.1071,0.771
472,True,True,2,0.9924,150.8,3.5,0.9881,14.9748,0.1724,0.7707
473,True,False,2,0.9935,132.5,3.3,0.9549,18.7623,0.0,0.5479
474,True,True,3,0.9935,111.5,5.1,0.9052,17.9918,0.0,0.7219
475,True,True,2,0.9938,265.2,3.5,0.9877,17.3816,0.0,0.7788
476,True,True,2,0.9953,122.2,2.7,0.8478,19.7035,0.0,0.4484
477,True,True,2,0.9932,142.2,3.2,0.9137,16.3909,0.0,0.4913
478,False,False,1,0.4266,37.0,3.4,0.902,33.9783,0.1071,0.6125
479,False,False,1,0.0742,21.2,2.6,0.6724,15.4019,0.1111,0.4512
480,True,False,2,0.9938,133.0,3.2,0.9918,16.6589,0.0,0.8165
481,True,True,2,0.99,161.0,3.4,0.9628,12.5787,0.1481,0.5006
482,True,True,2,0.9934,95.5,2.9,0.9154,18.2973,0.0,0.6053
483,True,True,2,0.9934,153.2,3.6,0.9741,16.5449,0.0,0.6906
484,True,False,2,0.9937,158.8,3.3,0.9858,16.7907,0.0,0.6584
485,False,True,2,0.9604,106.5,3.3,0.9896,49.5001,0.2941,0.8583
486,True,True,3,0.9928,167.0,4.7,0.9978,16.5397,0.0,0.7232
487,True,False,2,0.9934,148.2,3.0,0.9335,17.3611,0.0,0.6196
488,True,False,2,0.9935,145.5,3.1,0.9714,16.4078,0.0,0.7191
489,True,True,2,0.9917,151.5,3.1,0.9192,14.5117,0.0,0.505
490,True,True,2,0.9935,218.0,3.7,0.9347,17.9369,0.0,0.5798
491,False,True,3,0.2355,981.8,7.5,0.9834,16.3016,0.3333,0.7556
492,True,False,2,0.9935,109.0,2.9,0.9735,20.0976,0.087,0.75
493,False,True,1,0.2374,38.5,3.0,0.9706,34.6647,0.0,0.5798
494,True,False,2,0.9935,96.5,3.1,0.9688,18.6055,0.1304,0.8028
495,True,True,2,0.9915,229.2,3.6,0.989,25.0279,0.0,0.6886
496,True,True,2,0.9934,143.5,3.9,0.957,16.0263,0.0385,0.7133
497,True,True,2,0.9934,286.5,3.4,0.9247,17.6329,0.0,0.6632
498,True,False,2,0.9934,119.0,3.4,0.9329,18.3571,0.0,0.6822
499,True,False,2,0.9717,81.0,3.3,0.9422,13.5196,0.125,0.6233
500,True,True,2,0.9935,115.5,2.8,0.9214,18.7831,0.0,0.6685
501,True,False,2,0.9902,221.2,3.0,0.8733,12.2384,0.0455,0.44
502,True,False,2,0.9936,153.0,2.8,0.9644,19.6654,0.0,0.5714
503,True,True,2,0.9934,239.2,2.9,0.9595,18.1774,0.0,0.6707
504,True,True,2,0.9937,154.0,3.1,0.9881,16.9392,0.0,0.6608
505,True,True,3,0.9934,173.8,4.5,0.9727,16.7646,0.0,0.5951
506,True,True,2,0.9934,161.8,3.4,0.8897,18.9774,0.04,0.6114
507,True,True,2,0.9935,123.8,2.8,0.912,17.7822,0.0,0.6604
508,True,True,2,0.9935,141.5,3.3,0.883,17.3756,0.0,0.566
509,True,False,2,0.9923,174.5,3.4,0.9875,16.2878,0.1667,0.6878
510,True,False,2,0.9934,129.0,2.9,0.9516,17.5087,0.0,0.6926
511,True,True,2,0.9937,230.5,3.5,0.9875,18.4836,0.0,0.6844
512,True,True,3,0.9934,144.8,4.0,0.9677,17.3569,0.0,0.632
513,True,False,2,0.9935,112.8,3.2,0.9619,16.4377,0.0,0.7857
514,True,True,1,0.9952,139.5,3.2,0.0628,18.5939,0.0,0.7821
515,True,False,2,0.9915,127.0,3.0,0.9856,16.9602,0.0,0.8473
516,False,True,2,0.9937,132.2,3.2,0.9893,17.5848,0.125,0.7072
517,True,True,2,0.993,117.0,2.6,0.9531,20.0027,0.0,0.5856
518,True,True,2,0.993,131.8,2.5,0.9111,20.7918,0.0,0.6732
519,True,True,2,0.9935,162.8,3.8,0.917,16.58,0.0357,0.7325
520,True,True,2,0.991,167.8,2.6,0.9725,11.8883,0.0,0.5245
521,True,True,2,0.9935,247.8,3.6,0.9781,17.6903,0.0,0.7519
522,True,True,2,0.9904,142.8,2.7,1.0,17.1196,0.0,0.6935
523,True,True,2,0.9953,258.5,3.0,0.8507,17.049,0.0,0.5298
524,True,True,2,0.9938,142.2,3.0,0.9899,17.6851,0.0,0.7493
525,True,True,2,0.9934,130.8,3.8,0.9613,17.5414,0.0,0.639
526,True,True,2,0.9914,136.8,3.5,0.9946,18.6239,0.0417,0.8217
527,True,True,2,0.9934,135.2,3.7,0.9526,17.9526,0.0,0.6681
528,False,True,2,0.0109,29.2,4.8,1.0,3.0773,0.5556,0.5425
529,True,False,2,0.9935,126.5,3.3,0.9649,17.6648,0.0,0.781
530,True,False,2,0.9938,130.2,3.7,0.9809,15.9346,0.0,0.7609
531,True,True,2,0.9935,240.0,3.6,0.9645,18.4664,0.0,0.7218
532,True,True,2,0.9935,239.0,3.9,0.974,19.2686,0.0,0.7615
533,True,True,2,0.9934,211.2,3.6,0.932,17.8609,0.0,0.5927
534,True,False,2,0.9934,140.2,3.0,0.9525,17.0338,0.0,0.7122
535,True,True,2,0.9934,226.0,3.3,0.9223,18.4195,0.037,0.6645
536,True,True,2,0.9939,184.2,2.7,0.9881,17.5681,0.0,0.6732
537,False,True,3,0.2269,941.0,7.2,0.9685,43.4083,0.2857,0.7022
538,False,True,3,0.3441,1044.2,7.4,0.9927,43.8128,0.2727,0.7752
539,False,True,3,0.6873,576.8,4.9,0.9906,6.0883,0.1053,0.8745
540,True,True,2,0.9937,130.5,3.1,0.9802,20.1911,0.0,0.6566
541,True,False,2,0.9935,132.0,3.1,0.9589,17.571,0.0,0.7569
542,True,True,2,0.993,134.0,2.5,0.9454,17.5145,0.0,0.7033
543,True,True,2,0.9935,190.2,3.3,0.9564,16.5165,0.0,0.7284
544,True,True,2,0.9863,173.8,2.4,0.9959,17.042,0.0,0.8151
545,True,False,3,0.925,183.8,5.6,0.99,17.091,0.05,0.7032
546,True,True,2,0.9937,192.0,3.0,0.9886,17.5707,0.0,0.6518
547,False,True,2,0.0982,20.5,8.2,0.9841,34.7514,0.3571,0.4601
548,True,True,2,0.9479,158.8,3.7,0.968,10.2451,0.0385,0.7108
549,True,True,2,0.9928,223.2,3.5,0.9951,17.4339,0.0,0.7713
550,True,True,2,0.9916,111.8,3.6,0.977,14.515,0.0435,0.8493
551,True,False,2,0.9938,98.5,3.3,0.9922,17.977,0.0,0.7552
552,True,True,3,0.9934,115.2,4.8,0.9167,16.3996,0.0,0.6745
553,True,True,2,0.9935,158.8,3.6,0.9375,18.3207,0.0,0.7322
554,True,False,2,0.9905,109.5,3.5,0.8687,13.2045,0.0,0.5381
555,True,True,2,0.9934,105.5,3.5,0.9544,18.7056,0.0,0.7024
556,False,True,3,0.9104,559.8,5.1,0.9619,11.9931,0.1579,0.7375
557,False,False,1,0.1156,22.0,2.4,0.8772,18.7934,0.0476,0.6326
558,False,False,2,0.2902,33.0,4.0,0.9785,32.3466,0.1818,0.645
559,True,False,2,0.9925,89.0,3.6,0.843,18.9685,0.0,0.773
560,True,False,2,0.9935,125.2,3.1,0.9516,16.4667,0.0435,0.7487
561,False,True,3,0.1201,349.5,5.8,0.999,14.5367,0.1875,0.779
562,False,False,2,0.0062,23.2,9.8,0.5373,12.1493,0.381,0.5139
563,True,True,2,0.9928,146.5,2.9,0.9976,19.2488,0.0,0.7306
564,True,True,2,0.9935,109.2,3.0,0.9605,17.2455,0.0,0.7661
565,False,False,2,0.427,33.5,4.1,0.9467,22.5758,0.1667,0.4574
566,True,True,3,0.9927,149.2,4.3,0.9927,18.3239,0.0,0.8197
567,True,False,3,0.9838,186.5,5.3,0.998,35.7837,0.0667,0.743
568,True,True,2,0.9934,252.8,3.7,0.8951,17.7406,0.0,0.6743
569,True,False,2,0.9932,293.5,3.0,0.9158,16.5887,0.0,0.4476
570,True,True,2,0.9934,146.2,3.4,0.9248,17.4751,0.0,0.6871
571,False,True,1,0.1027,20.2,2.9,1.0,18.1784,0.4615,0.5266
572,False,True,2,0.0067,23.5,5.4,1.0,6.9553,0.2308,0.6058
573,True,True,2,0.9953,128.2,3.6,0.7949,19.2855,0.0,0.5466
574,False,True,1,0.2971,45.0,3.1,0.7899,33.8185,0.0,0.6306
575,True,True,2,0.9937,248.2,3.9,0.9914,15.9711,0.0,0.6725
576,True,False,2,0.9935,111.0,3.0,0.9058,16.2824,0.0,0.7762
577,True,True,2,0.9928,135.0,3.1,0.9949,20.3725,0.0,0.7487
578,True,True,2,0.9929,136.0,3.4,0.9922,17.2993,0.0,0.8121
579,False,True,1,0.107,52.8,2.3,1.0,34.7895,0.4375,0.7708
580,True,True,2,0.9934,201.5,3.8,0.9745,16.704,0.0,0.713
581,True,True,2,0.9935,164.8,3.0,0.9543,18.7234,0.0,0.5786
582,True,True,2,0.9935,226.8,3.7,0.9758,18.9006,0.0,0.7762
583,True,True,2,0.9937,246.8,3.5,0.9881,15.7684,0.0,0.7009
584,True,True,2,0.9934,116.8,2.9,0.8982,17.3834,0.0,0.691
585,True,True,2,0.9946,232.0,3.2,0.8346,14.4399,0.0,0.4349
586,True,True,2,0.9934,151.5,3.5,0.9381,15.6115,0.0333,0.6058
587,False,True,1,0.0743,24.5,2.3,0.697,38.8809,0.0,0.3622
588,True,True,2,0.9934,240.8,3.0,0.9623,18.0592,0.0,0.7178
589,False,True,1,0.0113,21.5,10.2,0.4844,16.7676,0.2143,0.3673
590,True,True,3,0.9934,113.0,5.0,0.9279,17.4993,0.0,0.6497
591,True,True,2,0.9906,104.2,2.5,0.9278,13.4587,0.0,0.4642
592,True,True,2,0.9926,178.5,3.0,0.9839,13.3484,0.0,0.5668
593,True,True,3,0.9935,222.5,4.4,0.9404,16.1701,0.0,0.562
594,True,True,2,0.9927,187.2,3.4,0.9962,19.5923,0.0,0.6429
595,True,True,2,0.9893,121.8,3.1,1.0,19.3112,0.0,0.819
596,True,True,2,0.993,128.5,2.6,0.9688,17.1284,0.0,0.5943
597,True,True,2,0.9937,254.8,3.4,0.9871,16.5907,0.0,0.7183
598,True,True,2,0.9577,250.5,3.6,0.9827,11.1244,0.0,0.6214
599,True,True,3,0.9938,174.5,4.1,0.9869,18.9417,0.0345,0.775
600,True,False,2,0.9953,99.2,3.1,0.8339,16.2596,0.0385,0.5254
601,False,False,1,0.0141,21.2,2.6,1.0,91.4031,0.2857,0.7183
602,True,True,3,0.9935,181.5,4.4,0.9741,19.0045,0.0,0.5287
603,True,False,2,0.9934,92.0,3.1,0.9723,16.7483,0.0,0.6814
604,False,True,1,0.0247,24.5,3.0,1.0,38.5725,0.5,0.6283
